Origin	Destination	
Mexico City	Denver	
Mexico City	Des Moines	
Mexico City	Detroit	
Mexico City	Dubai	
Mexico City	Dublin	
Mexico City	Durango	
Mexico City	Dusseldorf	
Mexico City	Edinburgh	
Mexico City	Edmonton	
Mexico City	El Paso	
Mexico City	Florence	
Mexico City	Florianopolis	
Mexico City	Fort Lauderdale	
Mexico City	Fort Myers	
Mexico City	Fortaleza	
Mexico City	Frankfurt	
Mexico City	Fresno	
Mexico City	Fukuoka	
Mexico City	Geneva	
Mexico City	Genoa	
Mexico City	Glasgow	
Mexico City	Gothenburg	
Mexico City	Gran Canaria	
Mexico City	Granada	
Mexico City	Grand Rapids	
Mexico City	Greensboro	
Mexico City	Greenville	
Mexico City	Guadalajara	
Mexico City	Guatemala City	
Mexico City	Guayaquil	
Mexico City	Halifax	
Mexico City	Hamburg	
Mexico City	Hanoi	
Mexico City	Hanover	
Mexico City	Hartford	
Mexico City	Havana	
Mexico City	Helsinki	
Mexico City	Hermosillo	
Mexico City	Hong Kong	
Mexico City	Honolulu	
Mexico City	Houston	
Mexico City	Huatulco	
Mexico City	Ibiza	
Mexico City	Idaho Falls	
Mexico City	Iguazu Falls	
Mexico City	Indianapolis	
Mexico City	Istanbul	
Mexico City	Ixtapa-Zihuatanejo	
Mexico City	Jacksonville	
Mexico City	Johannesburg	
Mexico City	Juarez	
Mexico City	Kansas City	
Mexico City	Kelowna	
Mexico City	Knoxville	
Mexico City	Krakow	
Mexico City	La Paz	
Mexico City	Lagos	
Mexico City	Las Vegas	
Mexico City	Leon	
Mexico City	Lexington	
Mexico City	Lima	
Mexico City	Lisbon	
Mexico City	Little Rock	
Mexico City	London	
Mexico City	Los Angeles	
Mexico City	Los Mochis	
Mexico City	Louisville	
Mexico City	Luxembourg City	
Mexico City	Lyon	
Mexico City	Madrid	
Mexico City	Malaga	
Mexico City	Managua	
Mexico City	Manchester	
Mexico City	Manila	
Mexico City	Manzanillo	
Mexico City	Marrakech	
Mexico City	Marseille	
Mexico City	Matamoros	
Mexico City	Maui	
Mexico City	Mazatlan	
Mexico City	Medellin	
Mexico City	Memphis	
Mexico City	Mexicali	
Mexico City	Miami	
Mexico City	Milan	
Mexico City	Milwaukee	
Mexico City	Minatitlan	
Mexico City	Minneapolis	
Mexico City	Monterrey	
Mexico City	Montevideo	
Mexico City	Montreal	
Mexico City	Morelia	
Mexico City	Munich	
Mexico City	Myrtle Beach	
Mexico City	Mérida	
Mexico City	Nagoya	
Mexico City	Nairobi	
Mexico City	Nantes	
Mexico City	Naples	
Mexico City	Nashville	
Mexico City	New Orleans	
Mexico City	New York	
Mexico City	New York/Newark	
Mexico City	Nice	
Mexico City	Norfolk	
Mexico City	Nuevo Laredo	
Mexico City	Nuremberg	
Mexico City	Oakland	
Mexico City	Oaxaca	
Mexico City	Okinawa	
Mexico City	Oklahoma City	
Mexico City	Omaha	
Mexico City	Ontario	
Mexico City	Orlando	
Mexico City	Osaka	
Mexico City	Oslo	
Mexico City	Oviedo	
Mexico City	Palermo	
Mexico City	Palma de Mallorca	
Mexico City	Panama City	
Mexico City	Paris	
Mexico City	Pasco	
Mexico City	Pereira	
Mexico City	Philadelphia	
Mexico City	Phoenix	
Mexico City	Pittsburgh	
Mexico City	Portland, ME	
Mexico City	Portland, OR	
Mexico City	Porto	
Mexico City	Prague	
Mexico City	Puerto Escondido	
Mexico City	Puerto Vallarta	
Mexico City	Queretaro	
Mexico City	Quito	
Mexico City	Raleigh	
Mexico City	Recife	
Mexico City	Reno	
Mexico City	Reynosa	
Mexico City	Richmond	
Mexico City	Rio de Janeiro	
Mexico City	Rochester	
Mexico City	Rome	
Mexico City	Sacramento	
Mexico City	Saint Louis	
Mexico City	Salt Lake City	
Mexico City	San Andres Island	
Mexico City	San Antonio	
Mexico City	San Diego	
Mexico City	San Francisco	
Mexico City	San Jose	
Mexico City	San Jose, CR	
Mexico City	San Juan	
Mexico City	San Luis Potosi	
Mexico City	San Pedro Sula	
Mexico City	San Salvador	
Mexico City	San Sebastian	
Mexico City	Santa Marta	
Mexico City	Santander	
Mexico City	Santiago	
Mexico City	Santiago de Compostela	
Mexico City	Santo Domingo	
Mexico City	Sao Paulo	
Mexico City	Sapporo	
Mexico City	Sarasota	
Mexico City	Savannah	
Mexico City	Seattle	
Mexico City	Seoul	
Mexico City	Sevilla	
Mexico City	Shanghai	
Mexico City	Singapore	
Mexico City	Spokane	
Mexico City	Stockholm	
Mexico City	Stuttgart	
Mexico City	Sydney	
Mexico City	Tampa	
Mexico City	Tampico	
Mexico City	Tapachula	
Mexico City	Tel Aviv	
Mexico City	Tepic	
Mexico City	Tijuana	
Mexico City	Tokyo	
Mexico City	Toronto	
Mexico City	Torreon	
Mexico City	Toulouse	
Mexico City	Tucson	
Mexico City	Tulsa	
Mexico City	Turin	
Mexico City	Tuxtla Gutierrez	
Mexico City	Valencia	
Mexico City	Vancouver	
Mexico City	Venice	
Mexico City	Veracruz	
Mexico City	Victoria	
Mexico City	Vienna	
Mexico City	Vigo	
Mexico City	Villahermosa	
Mexico City	Warsaw	
Mexico City	Washington, D.C.	
Mexico City	Wichita	
Mexico City	Zacatecas	
Mexico City	Zagreb	
Mexico City	Zurich	
Miami	Bucaramanga	
Miami	Cabo San Lucas	
Miami	Cancun	
Miami	Cartagena	
Miami	Durango	
Miami	Guadalajara	
Miami	Huatulco	
Miami	Leon	
Miami	Medellin	
Miami	Mexico City	
Miami	Monterrey	
Miami	Oaxaca	
Miami	Puerto Vallarta	
Miami	Queretaro	
Miami	San Luis Potosi	
Miami	Tapachula	
Miami	Tuxtla Gutierrez	
Miami	Veracruz	
Milan	Mexico City	
Milwaukee	Cancun	
Milwaukee	Guadalajara	
Milwaukee	Mexico City	
Minatitlan	Cabo San Lucas	
Minatitlan	Cancun	
Minatitlan	Chihuahua	
Minatitlan	Guadalajara	
Minatitlan	Hermosillo	
Minatitlan	Juarez	
Minatitlan	La Paz	
Minatitlan	Mazatlan	
Minatitlan	Mexicali	
Minatitlan	Mexico City	
Minatitlan	Monterrey	
Minatitlan	Mérida	
Minatitlan	Puerto Vallarta	
Minatitlan	Reynosa	
Minatitlan	Tijuana	
Minatitlan	Torreon	
Minneapolis	Cancun	
Minneapolis	Guadalajara	
Minneapolis	Mexico City	
Minneapolis	Puerto Vallarta	
Monterrey	Acapulco	
Monterrey	Aguascalientes	
Monterrey	Akita	
Monterrey	Amsterdam	
Monterrey	Athens	
Monterrey	Atlanta	
Monterrey	Baltimore	
Monterrey	Bangkok	
Monterrey	Barcelona	
Monterrey	Barranquilla	
Monterrey	Berlin	
Monterrey	Bilbao	
Monterrey	Bogota	
Monterrey	Boston	
Monterrey	Brasilia	
Monterrey	Brussels	
Monterrey	Buenos Aires	
Monterrey	Cabo San Lucas	
Monterrey	Cali	
Monterrey	Campeche	
Monterrey	Cancun	
Monterrey	Cartagena	
Monterrey	Charlotte	
Monterrey	Chetumal	
Monterrey	Chicago	
Monterrey	Chihuahua	
Monterrey	Ciudad Obregon	
Monterrey	Ciudad del Carmen	
Monterrey	Columbus	
Monterrey	Copenhagen	
Monterrey	Cozumel	
Monterrey	Culiacan	
Monterrey	Dallas	
Monterrey	Detroit	
Monterrey	Dublin	
Monterrey	Durango	
Monterrey	Felipe Angeles (Mexico City)	
Monterrey	Fort Lauderdale	
Monterrey	Frankfurt	
Monterrey	Geneva	
Monterrey	Guadalajara	
Monterrey	Guatemala City	
Monterrey	Havana	
Monterrey	Hermosillo	
Monterrey	Hong Kong	
Monterrey	Honolulu	
Monterrey	Houston	
Monterrey	Huatulco	
Monterrey	Indianapolis	
Monterrey	Istanbul	
Monterrey	Ixtapa-Zihuatanejo	
Monterrey	Juarez	
Monterrey	La Paz	
Monterrey	Las Vegas	
Monterrey	Leon	
Monterrey	Lima	
Monterrey	Lisbon	
Monterrey	London	
Monterrey	Los Angeles	
Monterrey	Los Mochis	
Monterrey	Madrid	
Monterrey	Malaga	
Monterrey	Managua	
Monterrey	Manzanillo	
Monterrey	Mazatlan	
Monterrey	Medellin	
Monterrey	Mexicali	
Monterrey	Mexico City	
Monterrey	Miami	
Monterrey	Milan	
Monterrey	Minatitlan	
Monterrey	Minneapolis	
Monterrey	Montreal	
Monterrey	Morelia	
Monterrey	Mérida	
Monterrey	Nashville	
Monterrey	New York	
Monterrey	New York/Newark	
Monterrey	Oaxaca	
Monterrey	Orlando	
Monterrey	Osaka	
Monterrey	Oslo	
Monterrey	Paris	
Monterrey	Philadelphia	
Monterrey	Pittsburgh	
Monterrey	Portland, OR	
Monterrey	Puerto Escondido	
Monterrey	Puerto Vallarta	
Monterrey	Queretaro	
Monterrey	Raleigh	
Monterrey	Rome	
Monterrey	Salt Lake City	
Monterrey	San Francisco	
Monterrey	San Jose, CR	
Monterrey	San Juan	
Monterrey	San Luis Potosi	
Monterrey	San Pedro Sula	
Monterrey	San Salvador	
Monterrey	Santiago	
Monterrey	Santo Domingo	
Monterrey	Sao Paulo	
Monterrey	Sapporo	
Monterrey	Seattle	
Monterrey	Seoul	
Monterrey	Singapore	
Monterrey	Tampa	
Monterrey	Tampico	
Monterrey	Tapachula	
Monterrey	Tijuana	
Monterrey	Tokyo	
Monterrey	Toronto	
Monterrey	Tulum	
Monterrey	Tuxtla Gutierrez	
Monterrey	Valencia	
Monterrey	Vancouver	
Monterrey	Venice	
Monterrey	Veracruz	
Monterrey	Villahermosa	
Monterrey	Washington, D.C.	
Monterrey	Zacatecas	
Monterrey	Zurich	
Montreal	Acapulco	
Montreal	Aguascalientes	
Montreal	Bogota	
Montreal	Cabo San Lucas	
Montreal	Cancun	
Montreal	Chihuahua	
Montreal	Guadalajara	
Montreal	Guatemala City	
Montreal	Huatulco	
Montreal	Ixtapa-Zihuatanejo	
Montreal	Leon	
Montreal	Lima	
Montreal	Managua	
Montreal	Manzanillo	
Montreal	Mazatlan	
Montreal	Medellin	
Montreal	Mexico City	
Montreal	Monterrey	
Montreal	Mérida	
Montreal	Oaxaca	
Montreal	Puerto Escondido	
Montreal	Puerto Vallarta	
Montreal	Queretaro	
Montreal	San Jose, CR	
Montreal	Sao Paulo	
Montreal	Tampico	
Montreal	Tijuana	
Montreal	Torreon	
Montreal	Tuxtla Gutierrez	
Montreal	Veracruz	
Montreal	Villahermosa	
Morelia	Atlanta	
Morelia	Cancun	
Morelia	Cartagena	
Morelia	Durango	
Morelia	Monterrey	
Morelia	Mérida	
Morelia	Puerto Vallarta	
Morelia	Tijuana	
Morelia	Veracruz	
Munich	Mexico City	
Mérida	Acapulco	
Mérida	Aguascalientes	
Mérida	Amsterdam	
Mérida	Atlanta	
Mérida	Bogota	
Mérida	Buenos Aires	
Mérida	Cabo San Lucas	
Mérida	Cali	
Mérida	Cartagena	
Mérida	Chicago	
Mérida	Chihuahua	
Mérida	Ciudad Obregon	
Mérida	Culiacan	
Mérida	Durango	
Mérida	Felipe Angeles (Mexico City)	
Mérida	Guadalajara	
Mérida	Guatemala City	
Mérida	Hermosillo	
Mérida	Huatulco	
Mérida	Ixtapa-Zihuatanejo	
Mérida	Juarez	
Mérida	La Paz	
Mérida	Las Vegas	
Mérida	Leon	
Mérida	Lima	
Mérida	London	
Mérida	Los Angeles	
Mérida	Los Mochis	
Mérida	Madrid	
Mérida	Mazatlan	
Mérida	Medellin	
Mérida	Mexicali	
Mérida	Mexico City	
Mérida	Miami	
Mérida	Minatitlan	
Mérida	Monterrey	
Mérida	Montreal	
Mérida	Morelia	
Mérida	New York	
Mérida	Oaxaca	
Mérida	Orlando	
Mérida	Paris	
Mérida	Puerto Escondido	
Mérida	Puerto Vallarta	
Mérida	Queretaro	
Mérida	Rome	
Mérida	San Francisco	
Mérida	San Jose, CR	
Mérida	San Luis Potosi	
Mérida	San Salvador	
Mérida	Seoul	
Mérida	Tampico	
Mérida	Tapachula	
Mérida	Tijuana	
Mérida	Tokyo	
Mérida	Toronto	
Mérida	Torreon	
Mérida	Tuxtla Gutierrez	
Mérida	Vancouver	
Mérida	Veracruz	
Mérida	Villahermosa	
Mérida	Zacatecas	
Naples	Mexico City	
Nashville	Cancun	
Nashville	Guadalajara	
Nashville	Mexico City	
New Orleans	Cancun	
New Orleans	Mexico City	
New York	Acapulco	
New York	Bogota	
New York	Cabo San Lucas	
New York	Cancun	
New York	Cúcuta	
New York	Guadalajara	
New York	Guatemala City	
New York	Huatulco	
New York	Leon	
New York	Mexico City	
New York	Monterrey	
New York	Mérida	
New York	Oaxaca	
New York	Puerto Escondido	
New York	Puerto Vallarta	
New York	Tuxtla Gutierrez	
New York	Veracruz	
New York/Newark	Cancun	
New York/Newark	Guadalajara	
New York/Newark	Mexico City	
New York/Newark	Puerto Vallarta	
Nice	Mexico City	
Nuevo Laredo	Cancun	
Nuevo Laredo	Guadalajara	
Nuevo Laredo	Leon	
Nuevo Laredo	Mexico City	
Nuevo Laredo	Mérida	
Nuevo Laredo	Tuxtla Gutierrez	
Nuevo Laredo	Villahermosa	
Nuremberg	Mexico City	
Oakland	Cancun	
Oakland	Guadalajara	
Oakland	Leon	
Oakland	Mexico City	
Oakland	Oaxaca	
Oakland	Puerto Vallarta	
Oaxaca	Acapulco	
Oaxaca	Aguascalientes	
Oaxaca	Atlanta	
Oaxaca	Bogota	
Oaxaca	Cabo San Lucas	
Oaxaca	Cancun	
Oaxaca	Chicago	
Oaxaca	Chihuahua	
Oaxaca	Culiacan	
Oaxaca	Durango	
Oaxaca	Felipe Angeles (Mexico City)	
Oaxaca	Guadalajara	
Oaxaca	Guatemala City	
Oaxaca	Hermosillo	
Oaxaca	Juarez	
Oaxaca	La Paz	
Oaxaca	Las Vegas	
Oaxaca	Leon	
Oaxaca	Los Angeles	
Oaxaca	Madrid	
Oaxaca	Mazatlan	
Oaxaca	Medellin	
Oaxaca	Mexicali	
Oaxaca	Mexico City	
Oaxaca	Miami	
Oaxaca	Monterrey	
Oaxaca	Mérida	
Oaxaca	New York	
Oaxaca	New York/Newark	
Oaxaca	Portland, OR	
Oaxaca	Puerto Escondido	
Oaxaca	Puerto Vallarta	
Oaxaca	Queretaro	
Oaxaca	San Francisco	
Oaxaca	San Jose	
Oaxaca	San Jose, CR	
Oaxaca	San Luis Potosi	
Oaxaca	Seattle	
Oaxaca	Tampico	
Oaxaca	Tapachula	
Oaxaca	Tijuana	
Oaxaca	Torreon	
Oaxaca	Tuxtla Gutierrez	
Oaxaca	Veracruz	
Oaxaca	Villahermosa	
Omaha	Mexico City	
Ontario	Cancun	
Ontario	Guadalajara	
Ontario	Mexico City	
Orange County	Mexico City	
Orlando	Aguascalientes	
Orlando	Cabo San Lucas	
Orlando	Cali	
Orlando	Cancun	
Orlando	Guadalajara	
Orlando	Leon	
Orlando	Mexico City	
Orlando	Monterrey	
Orlando	Morelia	
Orlando	Oaxaca	
Orlando	Puerto Vallarta	
Orlando	Queretaro	
Orlando	San Luis Potosi	
Orlando	Tapachula	
Oslo	Mexico City	
Panama City	Mexico City	
Paris	Aguascalientes	
Paris	Bogota	
Paris	Cabo San Lucas	
Paris	Cancun	
Paris	Guadalajara	
Paris	La Paz	
Paris	Mazatlan	
Paris	Mexico City	
Paris	Monterrey	
Paris	Mérida	
Paris	Oaxaca	
Paris	Puerto Vallarta	
Paris	San Luis Potosi	
Paris	Tuxtla Gutierrez	
Paris	Villahermosa	
Pasco	Guadalajara	
Pasco	Mexico City	
Pereira	Mexico City	
Philadelphia	Cancun	
Philadelphia	Guadalajara	
Philadelphia	Mexico City	
Phoenix	Cabo San Lucas	
Phoenix	Cancun	
Phoenix	Culiacan	
Phoenix	Guadalajara	
Phoenix	Leon	
Phoenix	Mexico City	
Phoenix	Oaxaca	
Phoenix	Puerto Vallarta	
Pittsburgh	Mexico City	
Portland, ME	Mexico City	
Portland, OR	Cabo San Lucas	
Portland, OR	Cancun	
Portland, OR	Guadalajara	
Portland, OR	Mexico City	
Portland, OR	Oaxaca	
Portland, OR	Puerto Vallarta	
Porto	Mexico City	
Prague	Mexico City	
Providence	Mexico City	
Puerto Escondido	Cabo San Lucas	
Puerto Escondido	Cancun	
Puerto Escondido	Guatemala City	
Puerto Escondido	Juarez	
Puerto Escondido	Mexico City	
Puerto Escondido	Monterrey	
Puerto Escondido	Mérida	
Puerto Escondido	Tijuana	
Puerto Vallarta	Acapulco	
Puerto Vallarta	Aguascalientes	
Puerto Vallarta	Amsterdam	
Puerto Vallarta	Atlanta	
Puerto Vallarta	Bogota	
Puerto Vallarta	Cabo San Lucas	
Puerto Vallarta	Calgary	
Puerto Vallarta	Cancun	
Puerto Vallarta	Chetumal	
Puerto Vallarta	Chicago	
Puerto Vallarta	Chihuahua	
Puerto Vallarta	Felipe Angeles (Mexico City)	
Puerto Vallarta	Fresno	
Puerto Vallarta	Guadalajara	
Puerto Vallarta	Guatemala City	
Puerto Vallarta	Hermosillo	
Puerto Vallarta	Huatulco	
Puerto Vallarta	Juarez	
Puerto Vallarta	La Paz	
Puerto Vallarta	Las Vegas	
Puerto Vallarta	Leon	
Puerto Vallarta	London	
Puerto Vallarta	Los Angeles	
Puerto Vallarta	Madrid	
Puerto Vallarta	Medellin	
Puerto Vallarta	Mexicali	
Puerto Vallarta	Mexico City	
Puerto Vallarta	Miami	
Puerto Vallarta	Minatitlan	
Puerto Vallarta	Monterrey	
Puerto Vallarta	Montreal	
Puerto Vallarta	Morelia	
Puerto Vallarta	Mérida	
Puerto Vallarta	New York	
Puerto Vallarta	Oaxaca	
Puerto Vallarta	Puerto Escondido	
Puerto Vallarta	Queretaro	
Puerto Vallarta	Rome	